,TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Cluster
1062,68.1,1.0,25.0,0.0,20.0,3.0,47.0,1.0,1382.8,0
1063,65.26,1.0,34.0,1.0,26.0,3.0,72.0,1.0,7380.63,1
1064,191.62,1.0,17.0,1.0,63.0,0.0,51.0,1.0,1981.67,0
1065,212.88,1.0,14.0,2.0,39.0,0.0,122.0,1.0,7036.72,1
1066,88.38,1.0,41.0,0.0,30.0,1.0,138.0,1.0,3707.82,0
1067,48.77,0.0,2.0,2.0,42.0,1.0,51.0,1.0,2040.16,0
1068,289.1,1.0,3.0,0.0,27.0,3.0,206.0,1.0,267.53,0
1069,390.09,1.0,12.0,2.0,26.0,1.0,49.0,1.0,2617.23,0
1070,48.29,1.0,36.0,2.0,37.0,1.0,242.0,1.0,8883.4,1
1071,333.83,1.0,14.0,0.0,63.0,2.0,135.0,1.0,1660.66,0
1073,100.27,1.0,24.0,2.0,79.0,2.0,51.0,1.0,4309.9,1
1074,44.54,1.0,35.0,0.0,31.0,1.0,164.0,1.0,362.4,0
1076,82.17,1.0,13.0,1.0,28.0,3.0,21.0,1.0,1913.06,0
1078,447.42,1.0,5.0,2.0,32.0,1.0,65.0,1.0,6133.22,1
1079,590.26,0.0,2.0,1.0,25.0,3.0,48.0,1.0,1068.28,0
1080,192.73,1.0,25.0,1.0,71.0,2.0,157.0,1.0,2037.75,0
1081,146.01,1.0,37.0,2.0,26.0,3.0,269.0,1.0,221.79,0
1082,136.05,1.0,1.0,2.0,24.0,3.0,63.0,3.0,1127.54,0
1083,11.57,0.0,27.0,1.0,56.0,2.0,64.0,1.0,2061.61,0
1084,102.34,1.0,35.0,2.0,51.0,0.0,78.0,1.0,9326.28,2
1085,7.82,1.0,4.0,0.0,36.0,1.0,273.0,1.0,2240.49,0
1086,79.43,1.0,9.0,0.0,74.0,2.0,72.0,1.0,6579.37,1
1087,386.97,1.0,33.0,1.0,58.0,2.0,137.0,1.0,1876.35,0
1088,51.22,1.0,14.0,1.0,23.0,3.0,82.0,1.0,1664.59,0
1089,256.05,1.0,26.0,0.0,54.0,2.0,35.0,1.0,6910.18,1
1090,7.79,1.0,20.0,1.0,34.0,0.0,298.0,1.0,1319.85,0
1091,233.71,1.0,21.0,1.0,63.0,0.0,11.0,1.0,6095.5,1
1092,176.37,1.0,4.0,1.0,55.0,2.0,126.0,1.0,2420.86,0
1093,122.63,1.0,25.0,1.0,21.0,3.0,153.0,1.0,359.06,0
1094,86.41,1.0,14.0,0.0,75.0,2.0,125.0,1.0,3128.71,0
1095,21.57,1.0,37.0,0.0,54.0,2.0,71.0,1.0,7587.48,1
1096,82.67,1.0,25.0,1.0,26.0,3.0,46.0,1.0,290.59,0
1097,451.35,0.0,3.0,1.0,47.0,1.0,223.0,1.0,7707.96,1
1098,299.42,0.0,38.0,1.0,63.0,2.0,53.0,1.0,4735.41,1
1099,543.47,1.0,20.0,0.0,18.0,3.0,122.0,1.0,6165.03,1
1100,346.76,0.0,38.0,1.0,21.0,3.0,116.0,1.0,1637.75,0
1101,47.48,1.0,12.0,1.0,24.0,3.0,66.0,1.0,585.52,0
1102,64.92,1.0,1.0,1.0,58.0,1.0,236.0,1.0,5481.76,1
1103,350.72,0.0,14.0,0.0,28.0,3.0,48.0,1.0,1982.9,0
1104,3.8,1.0,5.0,2.0,65.0,0.0,174.0,1.0,5766.96,1
1105,22.54,1.0,12.0,2.0,26.0,1.0,42.0,1.0,7139.11,1
1106,767.14,0.0,23.0,1.0,62.0,2.0,38.0,1.0,4732.57,1
1107,167.47,1.0,34.0,0.0,35.0,1.0,103.0,1.0,2293.13,0
1108,43.65,0.0,5.0,1.0,30.0,1.0,212.0,1.0,2870.67,0
1109,391.08,1.0,14.0,2.0,56.0,2.0,105.0,1.0,6885.16,1
1110,390.77,1.0,32.0,2.0,44.0,0.0,34.0,1.0,5500.56,1
1111,508.16,1.0,23.0,0.0,39.0,1.0,131.0,1.0,5609.44,1
1112,36.76,0.0,30.0,2.0,65.0,2.0,108.0,1.0,1228.93,0
1113,332.33,1.0,18.0,0.0,27.0,3.0,101.0,1.0,192.63,0
1114,362.09,1.0,27.0,1.0,32.0,1.0,31.0,1.0,6590.28,1
1115,42.58,1.0,38.0,2.0,30.0,0.0,80.0,1.0,13485.0,2
1116,122.35,0.0,1.0,1.0,53.0,2.0,188.0,1.0,6472.5,1
1117,248.66,1.0,6.0,2.0,28.0,1.0,113.0,1.0,2571.39,0
1118,461.25,0.0,34.0,2.0,54.0,0.0,171.0,1.0,676.1,0
1119,61.77,1.0,5.0,1.0,56.0,0.0,49.0,1.0,12352.2,2
1120,268.92,1.0,6.0,1.0,29.0,1.0,148.0,1.0,8765.38,1
1121,303.97,1.0,13.0,2.0,24.0,3.0,77.0,5.0,1590.88,0
1122,219.02,0.0,36.0,2.0,54.0,1.0,68.0,1.0,7375.73,1
1123,125.14,1.0,3.0,1.0,20.0,3.0,31.0,1.0,1845.18,0
1124,47.6,1.0,2.0,2.0,53.0,1.0,115.0,1.0,1382.51,0
1125,592.82,1.0,22.0,2.0,74.0,2.0,248.0,1.0,7508.98,1
1126,372.5,1.0,26.0,0.0,22.0,3.0,211.0,1.0,3901.82,0
1127,4.72,1.0,13.0,1.0,32.0,1.0,20.0,1.0,4792.01,1
1128,144.93,1.0,14.0,1.0,42.0,1.0,74.0,1.0,6887.52,1
1129,316.56,1.0,10.0,2.0,28.0,1.0,261.0,1.0,8643.51,1
1130,9.18,1.0,37.0,2.0,22.0,3.0,140.0,1.0,887.32,0
1131,421.25,1.0,13.0,2.0,25.0,3.0,66.0,1.0,7174.69,1
1132,185.71,1.0,41.0,1.0,48.0,1.0,194.0,1.0,2679.91,0
1134,26.27,0.0,32.0,2.0,45.0,1.0,177.0,1.0,8853.93,1
1135,297.03,1.0,2.0,2.0,61.0,2.0,151.0,1.0,1088.62,0
1136,341.67,1.0,29.0,1.0,53.0,2.0,96.0,5.0,1442.29,0
1137,99.52,1.0,36.0,0.0,52.0,1.0,127.0,1.0,3798.09,0
1138,881.1,1.0,31.0,1.0,28.0,3.0,16.0,1.0,9951.68,2
1139,139.69,1.0,16.0,2.0,52.0,1.0,180.0,1.0,9567.94,2
1140,42.72,1.0,26.0,0.0,37.0,1.0,143.0,1.0,2669.66,0
1141,112.72,1.0,42.0,1.0,31.0,0.0,17.0,1.0,9630.0,2
1142,568.88,1.0,26.0,1.0,19.0,3.0,105.0,1.0,1307.86,0
1143,189.03,1.0,28.0,0.0,28.0,3.0,50.0,1.0,1916.46,0
1144,199.8,1.0,11.0,0.0,20.0,3.0,163.0,1.0,167.28,0
1145,189.08,1.0,24.0,1.0,68.0,0.0,238.0,1.0,10790.8,2
1147,409.59,1.0,0.0,2.0,35.0,0.0,50.0,1.0,14563.02,2
1148,349.34,0.0,16.0,0.0,28.0,3.0,245.0,1.0,614.14,0
1149,283.15,1.0,3.0,2.0,24.0,3.0,180.0,1.0,603.79,0
1150,151.82,1.0,6.0,0.0,51.0,2.0,105.0,1.0,2197.12,0
1151,438.59,1.0,38.0,2.0,37.0,1.0,103.0,1.0,8994.39,1
1152,590.57,1.0,25.0,0.0,79.0,2.0,93.0,1.0,3224.6,0
1153,63.74,1.0,6.0,2.0,63.0,2.0,31.0,1.0,4336.4,1
1154,77.02,0.0,24.0,2.0,59.0,0.0,132.0,1.0,800.83,0
1155,501.15,1.0,31.0,1.0,47.0,1.0,208.0,1.0,8821.84,1
1157,8.95,1.0,28.0,2.0,76.0,2.0,102.0,1.0,3299.84,0
1158,173.6,1.0,2.0,2.0,21.0,3.0,160.0,1.0,421.44,0
1159,149.4,1.0,6.0,0.0,53.0,2.0,123.0,1.0,1035.22,0
1160,388.21,0.0,8.0,1.0,53.0,0.0,237.0,1.0,9724.49,2
1161,484.3,0.0,4.0,2.0,61.0,2.0,230.0,3.0,7910.3,1
1162,126.04,0.0,5.0,1.0,65.0,2.0,167.0,1.0,6041.69,1
1163,52.04,0.0,7.0,1.0,50.0,0.0,31.0,1.0,8436.12,1
1164,389.7,0.0,2.0,1.0,62.0,0.0,216.0,1.0,7125.15,1
1165,161.1,0.0,24.0,0.0,19.0,3.0,104.0,1.0,239.12,0
1166,309.77,0.0,35.0,2.0,67.0,2.0,137.0,1.0,4378.14,1
1167,838.57,1.0,31.0,0.0,41.0,0.0,273.0,1.0,14576.47,2
1168,202.55,1.0,9.0,0.0,21.0,3.0,34.0,2.0,701.73,0
1169,724.18,1.0,13.0,1.0,41.0,0.0,134.0,1.0,10922.78,2
1170,124.98,1.0,42.0,0.0,24.0,3.0,78.0,1.0,642.0,0
1171,487.32,1.0,18.0,1.0,52.0,0.0,164.0,1.0,7707.96,1
1172,635.91,0.0,17.0,1.0,46.0,0.0,78.0,1.0,13267.09,2
1173,205.65,1.0,15.0,1.0,62.0,2.0,144.0,1.0,3582.16,0
1174,39.41,1.0,21.0,1.0,25.0,3.0,132.0,1.0,921.91,0
1175,254.0,1.0,26.0,1.0,35.0,0.0,63.0,1.0,5788.53,1
1176,436.8,1.0,15.0,1.0,36.0,1.0,213.0,1.0,4515.43,1
1177,224.73,1.0,24.0,1.0,76.0,2.0,63.0,1.0,7551.89,1
1178,752.69,0.0,9.0,0.0,65.0,0.0,115.0,1.0,14489.69,2
1179,78.5,0.0,38.0,1.0,31.0,0.0,41.0,1.0,13991.5,2
1180,50.0,0.0,17.0,0.0,53.0,0.0,87.0,1.0,185.87,0
1181,132.42,1.0,10.0,0.0,18.0,3.0,164.0,1.0,726.39,0
1182,11.67,1.0,13.0,1.0,76.0,2.0,105.0,1.0,7458.63,1
1183,83.16,1.0,20.0,0.0,61.0,2.0,177.0,1.0,3065.87,0
1184,149.02,0.0,13.0,1.0,46.0,1.0,176.0,1.0,9379.72,2
1185,74.27,0.0,22.0,2.0,59.0,0.0,148.0,1.0,13696.61,2
1186,876.57,0.0,32.0,0.0,62.0,2.0,118.0,1.0,3743.63,0
1187,615.58,1.0,17.0,0.0,42.0,0.0,133.0,1.0,14343.0,2
1188,643.03,0.0,17.0,2.0,36.0,1.0,52.0,1.0,2882.16,0
1189,7.95,1.0,31.0,0.0,79.0,2.0,65.0,1.0,5631.2,1
1190,270.92,0.0,21.0,1.0,77.0,2.0,143.0,1.0,4574.43,1
1191,499.48,1.0,5.0,0.0,24.0,3.0,133.0,1.0,1242.62,0
1192,841.5,0.0,1.0,1.0,25.0,3.0,287.0,1.0,352.31,0
1193,138.82,1.0,13.0,2.0,77.0,2.0,53.0,1.0,3100.22,0
1194,231.46,0.0,24.0,1.0,60.0,1.0,83.0,1.0,4707.24,1
1195,292.08,1.0,8.0,0.0,72.0,2.0,32.0,1.0,7950.48,1
1196,63.98,1.0,3.0,2.0,54.0,0.0,258.0,1.0,7954.12,1
1197,235.21,1.0,4.0,1.0,67.0,0.0,74.0,1.0,5946.61,1
1198,201.73,1.0,3.0,2.0,57.0,1.0,78.0,1.0,6650.71,1
1199,161.31,1.0,26.0,0.0,28.0,3.0,13.0,1.0,1268.67,0
1200,18.41,1.0,1.0,1.0,53.0,0.0,168.0,1.0,8287.54,1
1201,471.75,0.0,38.0,1.0,34.0,0.0,41.0,1.0,12948.5,2
1202,290.02,1.0,25.0,1.0,55.0,1.0,246.0,1.0,4746.71,1
1203,48.05,1.0,27.0,1.0,27.0,1.0,38.0,1.0,5334.97,1
1204,359.42,1.0,3.0,1.0,55.0,0.0,30.0,1.0,1765.45,0
1205,32.91,1.0,13.0,2.0,19.0,3.0,255.0,1.0,427.3,0
1206,3.8,1.0,10.0,1.0,67.0,2.0,140.0,1.0,6285.39,1
1207,31.81,1.0,13.0,2.0,51.0,2.0,149.0,1.0,1406.6,0
1208,220.2,1.0,4.0,2.0,28.0,3.0,102.0,1.0,1075.15,0
1209,476.03,0.0,15.0,1.0,77.0,2.0,99.0,1.0,5958.34,1
1210,141.91,1.0,24.0,1.0,23.0,3.0,49.0,1.0,791.97,0
1211,95.83,1.0,42.0,2.0,27.0,3.0,91.0,1.0,1726.4,0
1212,51.15,0.0,20.0,1.0,46.0,1.0,199.0,1.0,8992.25,1
1214,50.75,1.0,4.0,0.0,62.0,0.0,185.0,1.0,8271.47,1
1215,185.07,1.0,7.0,1.0,22.0,3.0,159.0,1.0,636.42,0
1216,293.54,1.0,34.0,2.0,40.0,1.0,45.0,1.0,2290.1,0
1217,23.38,1.0,22.0,1.0,32.0,1.0,89.0,1.0,9968.49,2
1218,285.26,1.0,1.0,0.0,28.0,3.0,93.0,1.0,167.72,0
1219,129.48,1.0,39.0,0.0,31.0,1.0,179.0,1.0,7581.7,1
1220,743.03,1.0,27.0,0.0,50.0,1.0,174.0,1.0,4111.38,1
1221,297.86,0.0,25.0,0.0,28.0,3.0,96.0,1.0,1680.14,0
1222,231.92,1.0,16.0,0.0,66.0,0.0,12.0,1.0,5715.08,1
1223,295.82,0.0,6.0,1.0,47.0,1.0,46.0,1.0,5897.73,1
1224,302.86,1.0,20.0,2.0,55.0,0.0,275.0,1.0,5239.24,1
1225,81.08,1.0,29.0,0.0,58.0,1.0,56.0,1.0,7788.91,1
1226,775.6,0.0,23.0,1.0,79.0,2.0,158.0,1.0,3898.64,0
1227,178.43,1.0,3.0,1.0,26.0,3.0,136.0,1.0,1214.93,0
1228,211.91,1.0,16.0,2.0,20.0,3.0,181.0,1.0,927.47,0
1229,17.21,1.0,29.0,2.0,23.0,3.0,219.0,1.0,914.16,0
1230,124.22,1.0,5.0,0.0,23.0,3.0,172.0,1.0,9695.04,2
1231,38.37,1.0,35.0,0.0,63.0,0.0,135.0,1.0,8647.04,1
1232,269.79,1.0,38.0,0.0,52.0,1.0,17.0,1.0,1292.1,0
1233,605.42,1.0,23.0,0.0,21.0,3.0,33.0,1.0,392.34,0
1234,11.19,1.0,2.0,0.0,60.0,1.0,40.0,1.0,9877.17,2
1235,29.19,0.0,26.0,1.0,58.0,0.0,41.0,1.0,12059.85,2
1236,701.7,0.0,39.0,2.0,61.0,2.0,64.0,1.0,6643.24,1
1237,862.34,1.0,18.0,1.0,57.0,0.0,72.0,1.0,9903.48,2
1238,410.97,1.0,20.0,0.0,22.0,3.0,45.0,1.0,151.42,0
1239,36.97,1.0,41.0,1.0,41.0,1.0,79.0,1.0,2850.92,0
1240,137.59,1.0,26.0,0.0,30.0,0.0,95.0,1.0,10679.67,2
1241,168.11,0.0,27.0,2.0,51.0,0.0,12.0,1.0,10652.13,2
1242,430.98,1.0,3.0,1.0,24.0,3.0,93.0,1.0,569.25,0
1243,13.87,1.0,31.0,1.0,24.0,3.0,20.0,1.0,954.83,0
1244,642.68,1.0,17.0,0.0,76.0,2.0,66.0,1.0,1831.2,0
1245,175.07,1.0,19.0,2.0,28.0,1.0,169.0,2.0,9274.64,2
1246,302.82,1.0,17.0,0.0,36.0,1.0,175.0,1.0,9384.54,2
1248,406.81,1.0,27.0,2.0,66.0,2.0,84.0,1.0,1968.36,0
1249,256.3,1.0,27.0,2.0,53.0,2.0,172.0,1.0,4203.05,1
1250,80.96,0.0,17.0,2.0,19.0,3.0,97.0,1.0,959.94,0
1251,95.78,1.0,1.0,2.0,22.0,3.0,27.0,1.0,271.64,0
1252,379.54,0.0,16.0,1.0,41.0,0.0,118.0,1.0,12571.76,2
1253,903.19,1.0,12.0,2.0,22.0,3.0,65.0,1.0,8627.08,1
1254,142.19,1.0,15.0,1.0,18.0,3.0,27.0,4.0,524.46,0
1255,847.45,1.0,17.0,1.0,28.0,3.0,175.0,1.0,422.32,0
1256,295.18,0.0,9.0,1.0,66.0,0.0,31.0,1.0,12961.53,2
1257,18.46,1.0,5.0,1.0,68.0,2.0,213.0,1.0,6381.6,1
1258,603.23,1.0,11.0,1.0,28.0,3.0,48.0,1.0,117.98,0
1259,54.5,0.0,30.0,1.0,57.0,2.0,147.0,1.0,1715.22,0
1260,414.77,1.0,37.0,2.0,29.0,0.0,274.0,1.0,5599.81,1
1261,886.19,1.0,7.0,1.0,61.0,2.0,69.0,1.0,7904.24,1
1262,440.03,1.0,38.0,2.0,49.0,1.0,88.0,1.0,1490.44,0
1263,35.46,1.0,26.0,0.0,56.0,2.0,285.0,1.0,1532.72,0
1264,76.39,1.0,10.0,1.0,18.0,3.0,219.0,1.0,5976.0,1
1265,595.91,0.0,35.0,0.0,19.0,3.0,162.0,1.0,1673.76,0
1266,6.03,1.0,6.0,1.0,76.0,2.0,70.0,1.0,3290.72,0
1267,249.34,1.0,5.0,0.0,26.0,1.0,197.0,1.0,3030.97,0
1268,421.52,1.0,38.0,1.0,20.0,3.0,67.0,1.0,369.86,0
1269,189.77,1.0,33.0,1.0,58.0,1.0,24.0,1.0,6570.36,1
1270,73.19,1.0,1.0,1.0,76.0,2.0,213.0,1.0,2264.98,0
1271,188.13,0.0,17.0,2.0,75.0,2.0,198.0,1.0,5029.87,1
1272,30.52,1.0,17.0,1.0,62.0,0.0,122.0,1.0,12327.74,2
1275,170.24,1.0,37.0,1.0,62.0,2.0,133.0,1.0,5172.99,1
1276,56.62,1.0,2.0,1.0,54.0,0.0,121.0,1.0,8981.1,1
1277,53.14,1.0,19.0,0.0,34.0,0.0,70.0,1.0,7915.0,1
1278,587.23,1.0,29.0,2.0,27.0,3.0,144.0,1.0,500.84,0
1279,146.15,1.0,31.0,1.0,43.0,0.0,75.0,1.0,13784.4,2
1280,21.27,0.0,16.0,2.0,62.0,2.0,114.0,1.0,7392.79,1
1282,76.02,0.0,0.0,2.0,34.0,0.0,189.0,1.0,14765.41,2
1283,170.19,0.0,20.0,1.0,27.0,3.0,156.0,5.0,745.87,0
1284,155.51,1.0,33.0,0.0,68.0,0.0,15.0,1.0,5360.19,1
1285,135.15,1.0,7.0,2.0,72.0,2.0,50.0,1.0,5878.14,1
1286,39.48,1.0,29.0,0.0,56.0,2.0,38.0,1.0,5889.51,1
1287,451.68,1.0,15.0,2.0,33.0,1.0,15.0,1.0,4381.54,1
1288,19.11,0.0,7.0,2.0,49.0,1.0,160.0,1.0,8478.46,1
1289,355.0,0.0,13.0,2.0,26.0,3.0,33.0,1.0,185.47,0
1290,427.69,1.0,33.0,0.0,43.0,1.0,236.0,1.0,2443.54,0
1291,254.86,1.0,4.0,1.0,23.0,3.0,102.0,1.0,699.9,0
1292,19.48,1.0,9.0,0.0,27.0,1.0,114.0,1.0,4739.59,1
1293,190.17,1.0,3.0,0.0,49.0,0.0,265.0,1.0,12893.85,2
1294,91.38,1.0,17.0,0.0,65.0,2.0,179.0,1.0,2402.58,0
1295,206.63,0.0,28.0,2.0,59.0,2.0,128.0,1.0,7626.53,1
1296,93.22,1.0,5.0,2.0,52.0,2.0,52.0,1.0,1014.63,0
1297,547.98,1.0,28.0,0.0,28.0,3.0,171.0,1.0,1358.54,0
1298,641.06,1.0,7.0,0.0,23.0,3.0,25.0,1.0,1602.13,0
1299,314.55,0.0,9.0,1.0,27.0,3.0,19.0,2.0,1105.89,0
1300,836.45,1.0,41.0,2.0,61.0,2.0,63.0,1.0,1731.89,0
1302,189.45,0.0,4.0,1.0,53.0,0.0,62.0,1.0,12578.75,2
1303,91.84,0.0,23.0,1.0,67.0,2.0,80.0,1.0,1712.41,0
1304,609.52,1.0,42.0,0.0,78.0,2.0,169.0,1.0,3485.03,0
1305,859.3,0.0,7.0,1.0,78.0,2.0,68.0,1.0,1146.78,0
1306,100.01,1.0,30.0,0.0,50.0,0.0,63.0,1.0,6393.12,1
1307,28.78,0.0,40.0,2.0,40.0,0.0,51.0,1.0,680.55,0
1308,111.08,1.0,6.0,2.0,70.0,0.0,83.0,1.0,7037.34,1
1309,470.96,0.0,16.0,2.0,69.0,0.0,124.0,2.0,12991.03,2
1310,52.23,0.0,37.0,1.0,28.0,3.0,96.0,1.0,105.01,0
1311,78.62,1.0,28.0,1.0,32.0,0.0,52.0,1.0,1360.85,0
1312,47.79,1.0,10.0,1.0,25.0,3.0,37.0,1.0,1649.92,0
1313,333.97,1.0,14.0,1.0,52.0,0.0,45.0,1.0,5237.36,1
1314,30.87,1.0,14.0,0.0,33.0,0.0,295.0,1.0,14348.65,2
1315,710.43,1.0,36.0,2.0,67.0,2.0,115.0,1.0,5625.55,1
1316,220.23,1.0,25.0,0.0,41.0,1.0,48.0,1.0,3438.02,0
1317,27.28,1.0,1.0,0.0,29.0,0.0,96.0,1.0,10668.24,2
1318,101.52,1.0,40.0,0.0,49.0,1.0,98.0,1.0,2018.9,0
1319,162.65,1.0,27.0,0.0,59.0,1.0,147.0,1.0,9500.95,2
1320,10.52,1.0,18.0,0.0,55.0,2.0,30.0,1.0,2472.99,0
1321,270.72,1.0,20.0,1.0,38.0,0.0,37.0,1.0,6522.47,1
1322,202.34,1.0,27.0,2.0,20.0,3.0,134.0,1.0,1223.45,0
1323,247.58,1.0,35.0,0.0,39.0,1.0,152.0,1.0,778.74,0
1324,686.17,1.0,10.0,0.0,61.0,2.0,96.0,1.0,2246.15,0
1325,359.65,0.0,17.0,2.0,25.0,3.0,289.0,1.0,219.53,0
1326,109.91,1.0,39.0,1.0,38.0,0.0,90.0,1.0,12896.06,2
1327,215.72,0.0,8.0,1.0,30.0,1.0,137.0,1.0,8697.11,1
1328,490.76,1.0,8.0,2.0,66.0,2.0,156.0,1.0,6414.11,1
1329,224.28,1.0,6.0,2.0,64.0,2.0,68.0,1.0,5767.51,1
1330,614.03,1.0,9.0,0.0,68.0,2.0,51.0,1.0,2815.86,0
1331,608.79,1.0,13.0,2.0,55.0,1.0,157.0,1.0,2991.17,0
1332,186.55,1.0,30.0,1.0,48.0,1.0,288.0,1.0,224.65,0
1333,840.16,0.0,7.0,1.0,20.0,3.0,68.0,1.0,1236.76,0
1334,203.34,1.0,31.0,0.0,60.0,0.0,66.0,1.0,13586.99,2
1335,90.88,1.0,7.0,0.0,26.0,1.0,284.0,1.0,7117.35,1
1336,60.11,0.0,0.0,1.0,61.0,2.0,122.0,1.0,7235.87,1
1337,393.92,1.0,22.0,1.0,72.0,2.0,47.0,1.0,7318.64,1
1338,19.39,1.0,7.0,0.0,43.0,0.0,45.0,1.0,9847.6,2
1339,557.41,0.0,42.0,2.0,80.0,2.0,49.0,1.0,2968.75,0
1340,57.07,0.0,4.0,2.0,31.0,0.0,99.0,1.0,9323.71,2
1341,395.27,0.0,24.0,2.0,18.0,3.0,167.0,1.0,1764.08,0
1342,289.05,1.0,27.0,0.0,75.0,2.0,116.0,1.0,5683.49,1
1343,46.11,1.0,37.0,2.0,33.0,0.0,233.0,1.0,5225.73,1
1344,335.5,1.0,34.0,0.0,63.0,2.0,47.0,1.0,6445.4,1
1345,388.07,1.0,39.0,2.0,24.0,3.0,68.0,1.0,289.71,0
1346,520.86,0.0,34.0,2.0,51.0,1.0,66.0,1.0,9200.74,2
1347,787.41,1.0,22.0,2.0,25.0,3.0,39.0,1.0,300.87,0
1348,31.7,0.0,33.0,0.0,48.0,0.0,121.0,1.0,743.9,0
1349,22.3,1.0,30.0,0.0,21.0,3.0,90.0,1.0,1200.35,0
1350,203.12,1.0,38.0,0.0,56.0,2.0,181.0,1.0,1562.39,0
1351,315.94,0.0,33.0,1.0,49.0,0.0,172.0,1.0,7719.71,1
1352,192.23,1.0,0.0,2.0,54.0,1.0,39.0,3.0,2610.67,0
1354,0.26,1.0,28.0,2.0,20.0,3.0,173.0,1.0,1833.67,0
1355,210.77,1.0,23.0,0.0,71.0,2.0,161.0,1.0,5396.65,1
1356,406.65,1.0,23.0,0.0,57.0,0.0,107.0,1.0,12995.7,2
1357,422.9,1.0,40.0,0.0,40.0,1.0,111.0,1.0,7616.43,1
1358,20.62,0.0,30.0,0.0,35.0,0.0,225.0,1.0,12500.8,2
1359,174.39,1.0,37.0,0.0,19.0,3.0,36.0,1.0,1127.08,0
1360,7.86,0.0,34.0,1.0,76.0,2.0,91.0,1.0,3621.98,0
1361,61.98,1.0,10.0,2.0,49.0,1.0,44.0,1.0,5212.28,1
1362,54.85,0.0,37.0,1.0,58.0,2.0,40.0,1.0,2727.45,0
1363,204.7,1.0,28.0,1.0,49.0,0.0,95.0,5.0,5117.03,1
1364,16.55,1.0,40.0,1.0,26.0,1.0,159.0,1.0,6089.79,1
1365,91.32,1.0,25.0,1.0,58.0,1.0,77.0,1.0,2618.1,0
1366,195.49,1.0,22.0,0.0,31.0,0.0,212.0,1.0,11988.12,2
1367,49.62,1.0,32.0,0.0,55.0,1.0,111.0,1.0,3841.42,0
1368,487.16,0.0,20.0,1.0,28.0,3.0,84.0,1.0,321.21,0
1369,405.6,1.0,40.0,2.0,37.0,1.0,44.0,1.0,9754.73,2
1370,512.95,1.0,8.0,1.0,57.0,1.0,143.0,1.0,9584.52,2
1371,345.94,1.0,32.0,0.0,31.0,0.0,163.0,1.0,7624.56,1
1372,356.56,1.0,27.0,2.0,47.0,1.0,52.0,1.0,2485.73,0
1373,10.31,1.0,21.0,2.0,36.0,1.0,280.0,1.0,2137.9,0
1374,211.69,1.0,1.0,1.0,30.0,0.0,111.0,1.0,6412.85,1
1375,221.49,0.0,28.0,1.0,23.0,3.0,196.0,1.0,707.25,0
1376,278.23,1.0,14.0,2.0,48.0,1.0,83.0,1.0,8300.54,1
1377,116.88,1.0,22.0,0.0,45.0,0.0,263.0,1.0,7717.34,1
1378,328.77,0.0,36.0,2.0,39.0,0.0,247.0,1.0,6967.03,1
1379,77.53,1.0,21.0,1.0,54.0,2.0,55.0,1.0,5158.6,1
1380,421.74,1.0,38.0,2.0,67.0,0.0,103.0,1.0,12031.14,2
1381,313.69,1.0,28.0,1.0,73.0,2.0,152.0,1.0,7093.68,1
1382,411.72,1.0,42.0,1.0,29.0,0.0,153.0,1.0,8539.86,1
1383,508.73,1.0,6.0,1.0,59.0,2.0,89.0,1.0,7640.57,1
1384,153.08,1.0,29.0,0.0,24.0,3.0,201.0,1.0,1292.21,0
1385,23.01,1.0,19.0,1.0,63.0,2.0,166.0,1.0,5958.75,1
1386,69.28,1.0,20.0,2.0,25.0,3.0,129.0,1.0,708.74,0
1387,51.25,0.0,2.0,1.0,28.0,3.0,66.0,1.0,1744.4,0
1388,407.65,1.0,10.0,0.0,25.0,3.0,263.0,1.0,273.78,0
1389,459.25,1.0,40.0,1.0,25.0,3.0,59.0,1.0,130.76,0
1390,301.56,1.0,39.0,1.0,49.0,0.0,118.0,1.0,10389.6,2
1391,17.67,1.0,36.0,2.0,63.0,0.0,91.0,1.0,1048.18,0
1392,5.29,0.0,37.0,2.0,32.0,0.0,132.0,1.0,12896.68,2
1393,401.37,1.0,20.0,1.0,43.0,1.0,251.0,1.0,8208.54,1
1394,145.4,1.0,40.0,2.0,38.0,1.0,24.0,1.0,5244.49,1
1395,556.34,1.0,39.0,2.0,37.0,0.0,46.0,1.0,11935.14,2
1396,34.31,1.0,30.0,0.0,24.0,3.0,251.0,1.0,1484.76,0
1397,780.59,0.0,40.0,2.0,23.0,3.0,145.0,1.0,6513.34,1
1398,282.65,1.0,13.0,0.0,35.0,0.0,161.0,1.0,13801.15,2
1399,305.27,1.0,19.0,2.0,68.0,0.0,147.0,1.0,12958.65,2
1400,185.81,1.0,2.0,2.0,32.0,0.0,116.0,1.0,9588.71,2
1401,66.01,1.0,25.0,2.0,49.0,1.0,179.0,1.0,3475.99,0
1402,447.95,1.0,40.0,1.0,29.0,1.0,75.0,1.0,7544.4,1
1403,279.3,1.0,28.0,0.0,19.0,3.0,48.0,1.0,1193.61,0
1404,26.75,1.0,16.0,2.0,33.0,0.0,27.0,1.0,12063.77,2
1405,611.15,1.0,11.0,0.0,27.0,3.0,121.0,1.0,892.83,0
1406,275.2,1.0,27.0,2.0,54.0,1.0,81.0,1.0,1230.12,0
1407,427.79,1.0,38.0,1.0,18.0,3.0,189.0,1.0,1479.67,0
